60.638	88.621	150.929	0.000
59.823	86.920	153.126	0.000
60.042	89.711	149.823	0.000
66.601	82.374	152.403	0.000
64.869	81.525	153.638	0.000
64.163	83.541	151.248	0.000
70.162	99.486	158.254	0.000
72.017	100.539	155.710	0.000
70.766	99.663	157.160	0.000
67.365	89.386	153.987	0.000
68.194	90.262	153.454	0.000
67.624	91.771	152.765	0.000
59.304	97.346	152.816	0.000
58.366	90.944	160.194	0.000
59.064	94.336	154.196	0.000
70.131	72.400	148.380	0.000
69.437	70.964	152.167	0.000
69.700	72.963	149.966	0.000
74.371	88.017	159.663	0.000
73.629	88.161	160.293	0.000
74.060	88.328	160.597	0.000
73.156	81.479	152.806	0.000
72.521	79.083	156.380	0.000
72.191	80.416	154.640	0.000
54.763	83.793	146.752	0.000
54.497	87.318	143.329	0.000
54.285	85.218	145.720	0.000
58.243	75.080	145.815	0.000
58.258	75.345	145.618	0.000
57.850	73.019	147.320	0.000
49.347	101.405	149.337	0.000
46.826	100.307	150.722	0.000
46.173	100.998	149.551	0.000
48.339	91.791	148.883	0.000
46.947	90.479	151.313	0.000
48.862	92.696	148.426	0.000
59.682	105.220	153.887	0.000
59.085	103.446	154.648	0.000
57.582	102.017	155.939	0.000
80.902	72.575	155.165	0.000
80.589	70.136	154.892	0.000
81.329	71.109	153.419	0.000
81.159	77.473	160.800	0.000
79.743	80.629	159.616	0.000
79.924	81.216	157.788	0.000
79.772	94.583	159.723	0.000
78.504	92.376	162.976	0.000
79.255	91.697	162.726	0.000
65.682	75.291	151.181	0.000
65.415	77.508	148.984	0.000
63.737	78.432	148.083	0.000
67.714	80.402	158.629	0.000
68.605	83.744	155.905	0.000
68.597	83.680	156.234	0.000
51.455	79.420	146.772	0.000
52.354	81.518	143.418	0.000
51.214	77.252	146.998	0.000
71.640	97.277	149.866	0.000
71.074	92.579	157.292	0.000
70.190	91.515	159.411	0.000
