46.145	85.635	142.742	0.000
47.559	87.774	139.491	0.000
49.278	89.401	140.919	0.000
56.594	93.890	143.800	0.000
51.433	89.297	147.637	0.000
55.702	91.387	146.365	0.000
65.007	81.262	148.866	1.000
63.395	81.619	150.451	1.000
61.271	80.918	149.539	1.000
57.443	73.908	140.951	2.000
57.331	72.835	139.010	2.000
56.903	73.313	141.355	2.000
52.176	68.818	133.977	2.000
52.258	66.940	134.839	2.000
52.682	67.121	132.861	2.000
48.583	53.591	130.654	3.000
49.017	57.081	128.437	3.000
48.461	53.545	130.660	3.000
64.597	100.110	155.467	1.000
66.624	101.951	150.376	1.000
67.161	102.212	150.863	1.000
67.792	88.564	154.714	1.000
69.333	91.977	150.518	1.000
68.367	91.317	150.945	1.000
73.449	99.201	153.638	1.000
74.588	97.288	155.966	1.000
73.883	98.014	154.833	1.000
49.577	107.731	147.928	1.000
46.377	109.112	148.332	1.000
48.447	109.470	147.339	1.000
43.355	101.714	139.496	1.000
42.116	95.444	145.197	1.000
41.685	99.690	140.456	1.000
31.679	91.748	135.580	1.000
33.037	95.916	133.523	1.000
34.679	97.080	127.279	1.000
38.830	76.340	134.091	1.000
38.671	76.454	133.260	1.000
39.490	74.640	133.440	1.000
56.034	103.938	150.725	1.000
59.820	102.072	150.416	1.000
55.949	101.957	150.896	1.000
33.342	104.295	139.322	1.000
32.339	105.546	134.565	1.000
35.586	105.543	136.093	1.000
24.180	112.220	125.117	1.000
27.338	110.664	129.859	1.000
23.152	106.678	126.416	1.000
29.114	87.728	124.353	4.000
25.958	84.292	126.809	4.000
24.153	84.600	128.317	4.000
28.348	73.933	126.688	4.000
30.267	77.488	126.410	4.000
31.310	77.547	125.345	4.000
44.527	112.699	136.086	1.000
38.707	109.943	142.980	1.000
37.512	111.040	140.794	1.000
36.722	83.166	137.120	1.000
38.222	85.139	136.087	1.000
38.012	85.778	133.573	1.000
