34.180	135.759	186.841	0.000
39.251	136.369	194.517	0.000
45.623	144.081	204.451	-1.000
44.648	135.450	190.691	0.000
45.998	134.566	185.980	0.000
44.937	135.096	191.738	0.000
51.041	143.362	192.591	0.000
49.875	143.711	186.158	0.000
49.935	143.526	187.275	0.000
47.279	127.053	190.926	0.000
46.573	128.193	194.055	0.000
46.952	127.291	192.408	0.000
56.091	131.246	196.983	0.000
55.285	130.367	197.777	0.000
56.155	131.321	197.803	0.000
63.007	137.820	200.460	0.000
63.081	136.485	200.954	0.000
61.846	137.809	200.385	0.000
53.741	136.889	201.807	0.000
53.168	137.375	195.562	0.000
53.359	136.917	193.453	0.000
30.573	136.478	175.822	0.000
28.766	135.772	178.870	0.000
28.639	136.932	182.411	0.000
38.233	145.237	185.969	0.000
39.293	145.413	182.893	0.000
39.849	144.682	186.368	0.000
34.979	123.515	188.125	0.000
37.780	122.550	186.008	0.000
36.006	122.098	187.532	0.000
29.755	123.546	178.506	0.000
29.534	124.367	179.295	0.000
31.508	124.080	180.299	0.000
29.584	158.454	174.863	1.000
29.673	159.150	181.367	1.000
30.073	159.301	174.851	1.000
48.231	158.393	195.511	2.000
45.998	160.352	198.242	2.000
50.875	160.390	191.159	2.000
41.558	160.065	187.126	3.000
42.546	160.023	183.657	3.000
42.087	160.609	184.029	3.000
27.799	147.963	180.046	4.000
31.442	146.938	176.804	4.000
29.515	147.023	177.537	4.000
63.499	150.194	199.432	5.000
64.332	151.190	199.792	5.000
64.233	148.989	201.089	5.000
38.360	135.572	183.881	0.000
39.730	134.025	191.789	0.000
37.663	135.649	191.118	0.000
44.273	121.364	190.350	0.000
44.055	120.859	194.658	0.000
44.995	120.378	191.308	0.000
26.213	127.248	171.118	0.000
24.862	129.052	175.920	0.000
24.757	128.124	175.328	0.000
19.014	135.599	161.577	0.000
19.489	135.642	166.446	0.000
21.074	134.544	166.815	0.000
64.012	121.851	206.285	6.000
63.782	122.947	202.439	6.000
63.256	122.286	207.234	6.000
