53.308	138.116	209.020	0.000
54.552	134.188	210.280	0.000
54.187	135.119	208.268	0.000
45.012	121.458	196.675	1.000
45.464	121.310	198.182	1.000
43.801	120.891	199.382	1.000
35.090	123.807	191.079	1.000
35.998	119.950	192.570	1.000
35.748	119.519	195.348	1.000
38.349	109.522	192.308	1.000
38.439	107.892	193.919	1.000
39.249	108.933	188.648	1.000
49.182	112.303	195.835	1.000
48.899	109.854	200.556	1.000
47.730	112.250	196.248	1.000
58.604	114.177	202.056	1.000
57.970	112.007	203.181	1.000
59.129	115.482	201.542	1.000
64.696	117.345	207.981	1.000
63.853	118.541	204.126	1.000
64.881	119.064	207.640	1.000
27.342	122.822	185.822	1.000
28.681	123.313	184.350	1.000
28.152	122.172	186.118	1.000
31.249	108.568	186.858	1.000
30.176	109.811	182.309	1.000
30.167	108.888	186.163	1.000
33.388	98.312	183.952	2.000
35.548	99.089	185.483	2.000
34.558	95.765	185.903	2.000
49.585	98.852	194.496	3.000
50.490	99.253	194.162	3.000
48.833	99.157	196.778	3.000
32.165	145.086	197.868	1.000
34.224	145.741	197.051	1.000
34.375	145.536	198.726	1.000
36.810	138.895	198.909	1.000
35.383	135.618	201.430	1.000
35.550	137.238	198.172	1.000
47.673	128.045	200.470	1.000
47.262	130.492	195.668	1.000
48.041	127.038	204.281	1.000
25.485	136.540	188.735	4.000
22.441	135.105	186.790	4.000
26.259	135.954	194.325	4.000
48.247	144.892	204.499	0.000
46.758	144.133	204.056	0.000
49.861	143.695	204.229	0.000
61.402	106.515	206.743	1.000
63.032	105.765	205.028	1.000
63.039	107.180	203.137	1.000
38.788	126.865	198.482	1.000
38.822	127.192	197.092	1.000
38.588	128.510	197.752	1.000
59.621	124.529	209.202	1.000
59.179	125.429	206.079	1.000
60.001	124.218	210.342	1.000
30.514	115.308	193.162	1.000
31.011	114.830	191.184	1.000
31.646	115.620	189.536	1.000
