49.238	83.378	146.027	0.000	0.000	1.000	2.0	
38.823	86.209	141.559	1.000	0.000	0.000	2.0	
30.196	93.864	131.573	0.000	1.000	0.000	2.0	
29.967	95.035	136.694	0.000	1.000	0.000	2.0	
27.178	89.447	140.713	0.000	1.000	0.000	2.0	
27.899	91.858	137.298	0.000	1.000	0.000	2.0	
28.327	76.593	137.369	0.000	1.000	0.000	2.0	
28.035	77.814	135.129	0.000	1.000	0.000	2.0	
28.419	78.989	133.420	0.000	1.000	0.000	2.0	
39.490	72.504	139.267	0.000	1.000	0.000	2.0	
39.273	71.073	140.754	0.000	1.000	0.000	2.0	
39.008	73.004	137.229	0.000	1.000	0.000	2.0	
22.491	99.737	137.087	0.000	1.000	0.000	2.0	
23.741	101.982	135.778	0.000	1.000	0.000	2.0	
26.197	104.573	132.532	0.000	1.000	0.000	2.0	
38.281	90.013	146.311	0.000	1.000	0.000	2.0	
36.427	84.707	148.952	0.000	1.000	0.000	2.0	
37.936	88.270	144.630	0.000	1.000	0.000	2.0	
35.313	104.218	149.491	0.000	1.000	0.000	2.0	
34.470	104.471	149.223	0.000	1.000	0.000	2.0	
36.215	105.039	147.876	0.000	1.000	0.000	2.0	
46.510	92.510	150.217	0.000	1.000	0.000	2.0	
44.518	90.692	153.581	0.000	1.000	0.000	2.0	
45.467	85.528	155.361	0.000	1.000	0.000	2.0	
47.572	73.155	148.045	0.000	1.000	0.000	2.0	
47.424	72.732	148.191	0.000	1.000	0.000	2.0	
46.515	71.323	147.957	0.000	1.000	0.000	2.0	
59.376	76.825	154.882	0.000	1.000	0.000	2.0	
59.397	74.697	154.856	0.000	1.000	0.000	2.0	
59.030	75.803	153.930	0.000	1.000	0.000	2.0	
68.095	72.843	158.997	0.000	1.000	0.000	2.0	
68.144	75.419	157.069	0.000	1.000	0.000	2.0	
67.959	69.883	160.642	0.000	1.000	0.000	2.0	
57.335	90.014	163.150	0.000	1.000	0.000	2.0	
56.787	87.478	164.195	0.000	1.000	0.000	2.0	
57.097	90.021	161.462	0.000	1.000	0.000	2.0	
48.368	102.771	157.263	0.000	1.000	0.000	2.0	
48.510	104.151	153.401	0.000	1.000	0.000	2.0	
48.200	99.406	159.879	0.000	1.000	0.000	2.0	
58.049	67.126	152.409	0.000	1.000	0.000	2.0	
57.338	70.534	149.940	0.000	1.000	0.000	2.0	
56.955	69.252	151.577	0.000	1.000	0.000	2.0	
48.450	61.804	144.397	0.000	1.000	0.000	2.0	
50.887	64.904	141.840	0.000	1.000	0.000	2.0	
49.971	62.244	143.751	0.000	1.000	0.000	2.0	
38.625	62.840	131.340	0.000	1.000	0.000	2.0	
37.085	58.341	134.185	0.000	1.000	0.000	2.0	
37.630	58.137	134.292	0.000	1.000	0.000	2.0	
26.819	68.711	124.698	0.000	1.000	0.000	2.0	
28.797	66.610	125.211	0.000	1.000	0.000	2.0	
29.167	66.794	125.418	0.000	1.000	0.000	2.0	
22.861	83.539	129.828	0.000	1.000	0.000	2.0	
21.829	81.751	129.998	0.000	1.000	0.000	2.0	
21.281	79.328	131.735	0.000	1.000	0.000	2.0	
41.429	80.788	144.866	0.000	1.000	0.000	2.0	
40.940	77.472	146.260	0.000	1.000	0.000	2.0	
42.026	79.900	144.286	0.000	1.000	0.000	2.0	
49.888	76.761	158.103	0.000	1.000	0.000	2.0	
51.573	78.586	155.759	0.000	1.000	0.000	2.0	
51.508	79.914	153.914	0.000	1.000	0.000	2.0	
48.626	53.521	141.590	0.000	1.000	0.000	2.0	
48.370	52.689	141.869	0.000	1.000	0.000	2.0	
49.175	54.654	141.099	0.000	1.000	0.000	2.0	
